name,lat,long,within
Carrick,55.00201104,-6.947128678,Iffa and Offa East
Clones (Clankelly portion),54.24672851,-7.247485546,Clankelly
Crooke,52.21784395,-6.98785131,Gaultiere
Donacavey,54.49086061,-7.328583505,Clogher
Durrow,53.32063052,-7.528833324,Clarmallagh
Clones,54.19649013,-7.185603713,Dartree
Mallardstown,52.53071778,-7.346383129,Kells
Tullahought,52.42534067,-7.365412515,Kells
Castleterra,54.03842965,-7.324494021,Loughtee Upper
Odagh,52.70908723,-7.335012081,Crannagh
Drumragh,54.57869195,-7.346905569,East Omagh
Kilbarrymeaden,52.1731965,-7.335326526,Decies without Drum
Rossmire,52.21701911,-7.376118056,Decies without Drum
Donaghedy,54.86430627,-7.298052424,Strabane Lower
Owning,52.39138571,-7.340595943,Iverk
Agha,52.73434086,-6.922760171,Idrone East
Kilmaganny,52.46028606,-7.330039933,Kells
Fiddown,52.36866093,-7.297744962,Iverk
St Canice's,52.66835203,-7.29974899,Kilkenny
Donagh,54.3151887,-6.937398834,Trough
Ballykean,53.20371488,-7.263552991,Upper Philipstown
Clondermot,54.96963274,-7.289456645,Tirkeeran
Rathconnell,53.56173927,-7.230961281,Moyashel and Maheradermon
Clonenagh and Clonagheen,53.00789866,-7.401208751,Maryborough East
Ardea,53.11149162,-7.291300102,Portnahinch
Borris,53.05099086,-7.306854498,Maryborough East
Rathgarve,53.69510153,-7.290621697,Fore
Mayne,53.6865581,-7.370109481,Fore
Danesfort,52.577353,-7.219672862,Shillelogher
Denn,53.92019839,-7.285757341,Loughtee Upper
Dunnamaggan,52.49643645,-7.291155212,Kells
Drummully,54.13940874,-7.325865242,Clankelly
Tehallan,54.2643508,-6.895113186,Monaghan
Castlecomer,52.8338004,-7.187037521,Fassadinin
Lavey,53.94094957,-7.223547328,Loughtee Upper
Clonca,55.32127978,-7.264549888,Inishowen East
Dysartenos,53.01282685,-7.203812038,Maryborough East
St John's,52.67149283,-7.228457261,Kilkenny
Cumber Lower,54.95252394,-7.191302884,Tirkeeran
Islandikane,52.15257577,-7.225001231,Middlethird
Castletown Delvin,53.61757952,-7.07166205,Delvin
Rathkieran,52.32159224,-7.218354302,Iverk
Dunkitt,52.31295373,-7.127934881,Ida
Larah,53.98197349,-7.188104424,Loughtee Upper
Clonyhurk,53.16333815,-7.23323163,Upper Philipstown
Knocktopher,52.48105171,-7.227259659,Knocktopher
Faughanvale,55.01759713,-7.139536976,Tirkeeran
Culdaff,55.26622876,-7.157914331,Inishowen East
Aghabog,54.15499945,-7.0888872,Dartree
Kilcumny,53.63946538,-7.18015597,Delvin
Kilmacow,52.31296409,-7.176909964,Iverk
Ballyburly,53.35559126,-7.213109922,Warrenstown
Tedavnet,54.29261953,-7.079806685,Monaghan
Oldcastle,53.77176208,-7.127913488,Fore
Kilderry,52.69105283,-7.152366644,Gowran
Kilbeacon,52.39012322,-7.155358236,Knocktopher
Moylagh,53.7159878,-7.186950498,Fore
Jerpoint West,52.44730695,-7.120915856,Gowran
Tullaherin,52.58322574,-7.138955305,Gowran
Kilfane,52.55477464,-7.092470377,Gowran
Kilbarry,52.22823741,-7.131419178,Gaultiere
Thomastown,52.52930459,-7.140665563,Gowran
Killucan,53.50272275,-7.140990295,Farbill
Stradbally,53.23644392,-8.867761888,Stradbally
Bovevagh,54.95777602,-6.979379107,Keenaght
Tiscoffin,52.69069371,-7.119973004,Gowran
Kilculliheen,52.26996828,-7.10347758,Kilculliheen
Kill St Lawrence,52.22785801,-7.103094715,Gaultiere
Rathmoylan,52.14394495,-7.056781809,Gaultiere
Errigal Keerogue,54.48713734,-7.076888722,Clogher
Lea,53.12246895,-7.128459382,Portnahinch
Saint Marys,52.39718693,-6.922236177,Bantry
Carnteel,54.44852759,-6.974698581,Lower Dungannon
Moyanna,53.05616342,-7.111316758,Stradbally
Ballymacwilliam,53.35243244,-7.133328863,Warrenstown
Clonsast,53.23853979,-7.099771835,Coolestown
Listerlin,52.40276927,-7.0699489,Ida
Lurgan,53.84486856,-7.1011033,Castlerahan
Learmount (Tirkeeran portion),54.85436839,-7.083863395,Tirkeeran
Bodoney Lower,54.71601856,-7.117738217,Strabane Upper
Aghanloo,55.07153305,-6.920560153,Keenaght
Ballygunner,52.22205438,-7.050483261,Gaultiere
Kilmacomb,52.19600861,-7.020726631,Gaultiere
Clonard,53.45705483,-7.025530331,Upper Moyfenrath
Ballybrackan,53.09458123,-7.034598895,West Offaly
Moville Lower,55.23047143,-7.019279577,Inishowen East
Termonmaguirk,54.60005432,-7.06270443,East Omagh
Graiguenamanagh,52.53540458,-6.992663616,Gowran
Ballyadams,52.97497121,-7.066507792,Ballyadams
Ematris,54.1215409,-7.051366086,Dartree
Carbury,53.34552195,-6.980340012,Carbury
St. Johns,52.97945629,-6.999415938,Narragh & Reban West
Killeeshil,54.48955028,-6.949761556,Lower Dungannon
Wells,52.64820102,-7.025367627,Idrone West
Lissan (Dungannon Upper portion),54.71153731,-6.884172428,Dungannon Upper
Tamlaght-finlagan,55.04291189,-7.005440508,Keenaght
Killua,53.6482289,-6.997306405,Delvin
Kildress,54.66048461,-6.897594497,Dungannon Upper
Killabban,52.88500428,-7.045138375,Slievemargy
Kill St Nicholas,52.22984948,-7.007531593,Gaultiere
Powerstown,52.59188794,-7.001853655,Gowran
Monaghan,54.22585178,-6.940741815,Monaghan
Ullard,52.5746193,-6.944604769,Gowran
Killeshin,52.84107257,-6.995358105,Slievemargy
Banagher (Keenaght portion),54.87226267,-6.949983009,Keenaght
Nurney,53.39236156,-7.002945935,Idrone East
Lorum,52.65810456,-6.93749637,Idrone East
Ballyellin,52.62770569,-6.904024904,Idrone East
Cloncurry,53.39951095,-6.748807767,East Offaly
Rosbercon,52.405806,-6.969999295,Ida
Loughan or Castlekeeran,53.76988732,-6.969201649,Upper Kells
Saint Mullin's,52.5154579,-6.880341169,Saint Mullin's Lower
Kilberry,53.03432556,-6.991198306,Narragh & Reban West
Kilmeague,53.26799525,-6.871419163,Connell
Carlow,52.83441552,-6.917758518,Carlow
Aghnamullen,54.07376497,-6.90480951,Cremorne
Kildare,53.15885716,-6.890773577,East Offaly
Trim,53.53861462,-6.842790269,Lower Moyfenrath
Dungiven,54.91534891,-6.85544844,Keenaght
Ballynascreen,54.78912216,-6.843000661,Loughinsholin
Ballyanne,52.42928826,-6.880272425,Bantry
Aghaloo,54.3925056,-6.876389926,Lower Dungannon
Moynalty,53.81977327,-6.903482999,Lower Kells
Ballybay,54.1174586,-6.872290368,Cremorne
Kiltennell,52.60525141,-6.833641777,Idrone East
Balteagh,55.00703959,-6.856031239,Keenaght
Fethard,52.4619221,-7.690529734,Shelburne
Moybolgue,53.88512707,-6.949401188,Lower Kells
Kilbeg,53.79515953,-6.820552658,Lower Kells
Fennagh,52.71467789,-6.819627365,Idrone East
Rathernan,53.23444906,-6.832715248,Connell
Kildalkey,53.56344436,-6.918008271,Lune
Templepeter,52.75478003,-6.840195411,Forth
Enniskeen,53.91628223,-6.855140237,Clankee
Castledermot,52.90819797,-6.847321267,Kilkea & Moone
Clontibret,54.16197364,-6.800197332,Cremorne
Myshall,52.68663023,-6.790786368,Idrone East
Grangeford,52.81742036,-6.79409701,Carlow
Kilmainham,53.85717744,-6.831024241,Lower Kells
Killybegs,53.28270755,-6.73301445,Clane
Ballynure,52.98959054,-6.744405572,Upper Talbotstown
Dromiskin,53.92717519,-6.409986428,Louth
Errigal,54.98540893,-6.749243529,Coleraine
Rathvilly,52.87158539,-6.668154946,Rathvilly
Clonfeacle (Tyrone portion),54.44903817,-6.757254258,Dungannon Middle
Killanny,53.95551071,-6.667068509,Farney
Duleek,53.65372235,-6.419264821,Upper Duleek
Killerrig,52.83877388,-6.829268437,Carlow
Kellistown,52.77637312,-6.822420018,Forth
Donaghenry,54.57896933,-6.701987283,Dungannon Middle
Magheross,53.99978635,-6.797054813,Farney
Magheracloone,53.94398781,-6.761281885,Farney
Nobber,53.83210599,-6.749370174,Morgallion
Tynan,54.30703528,-6.809307027,Armagh
Ballynafagh,53.32385729,-6.776370056,Clane
Ballylannan,52.28561338,-6.756627346,Shelmaliere West
Ballon,52.7361649,-6.760583651,Forth
Ardoyne,52.75613607,-6.698848234,Forth
Killelagh,54.89370097,-6.709512848,Loughinsholin
Kineagh,52.89224046,-6.756139627,Rathvilly
Laracor,53.50721435,-6.757817256,Lower Moyfenrath
Desertmartin,54.75785204,-6.685626013,Loughinsholin
Straffan,53.31588791,-6.622492774,North Salt
Loughguile,55.06819167,-6.297362564,Dunluce Upper
Carragh,53.24011658,-6.741325429,Clane
"Saint Mary's, Enniscorthy",52.51964531,-6.562591979,Scarawalsh
Keady,54.22954011,-6.689804107,Armagh
Donaghpatrick,53.50506414,-9.030373929,Upper Kells
Monart,52.53679456,-6.624108233,Scarawalsh
Donaghmoyne,54.0339463,-6.694613768,Farney
Rataine,53.60729667,-6.735885331,Lower Navan
Kilcock,53.38675731,-6.674163828,Ikeathy and Oughterany
Aghadowey,55.03224025,-6.667617236,Coleraine
Derryloran (Upper Dungannon portion),54.64837725,-6.766468937,Dungannon Upper
Macosquin,55.08524736,-6.708500771,Coleraine
Bective,53.59506424,-6.715010276,Upper Navan
Tullyniskan,54.54268712,-6.731184459,Dungannon Middle
Carne,52.19031483,-6.373246017,Forth
Clane,53.29620276,-6.708260264,Clane
Taghmon,52.3105564,-6.654329041,Shelmaliere West
Barragh,52.67573681,-6.716323938,Forth
Aghade,52.74581692,-6.727094035,Forth
Castletown,52.57621152,-8.253251438,Morgallion
Aghowle,52.77415436,-6.61424379,Shillelagh
"Saint Mary's, Newtownbarry",52.62535669,-6.661924547,Scarawalsh
Baltinglass,52.93181685,-6.690224797,Upper Talbotstown
Killyman,54.49156747,-6.668116527,Dungannon Middle
Ambrosetown,52.26547709,-6.668168774,Bargy
Armagh (Armagh portion),54.34612561,-6.659047828,Armagh
Tober,53.07161068,-6.67305742,Lower Talbotstown
Navan,53.64406127,-6.697945669,Lower Navan
Dunlavin,53.0466797,-6.68411793,Lower Talbotstown
Slane,53.72260179,-6.553677567,Upper Slane
Ballywillin,55.18197419,-6.632064116,N.E. Liberties of Coleraine
Dundalk,54.00213641,-6.391704901,Upper Dundalk
Siddan,53.81209005,-6.62063405,Lower Slane
Kilranelagh,52.92854929,-6.62813611,Upper Talbotstown
Drumcondra,53.86665582,-6.660981186,Lower Slane
Tipper,53.20785036,-6.624231042,North Naas
Philpstown,53.92147637,-6.606028226,Ardee
Rossdroit,52.48198523,-6.67987198,Bantry
Rathkenny,53.74301284,-6.655226931,Upper Slane
Blessington,53.15790412,-6.435208433,Lower Talbotstown
Lisnadil (Upper Fews portion),54.24377549,-6.620361225,Fews Upper
Newtownhamilton,54.16498038,-6.589166528,Fews Upper
Kilclooney (Lower Fews portion),54.27004447,-6.554824852,Fews Lower
Creggan,54.08943032,-6.580722406,Fews Upper
Clonmore,52.83146524,-6.578025237,Rathvilly
Louth,53.9598379,-6.534071807,Louth
Kildollagh,55.10313719,-6.605305763,N.E. Liberties of Coleraine
Marlestown,53.80622006,-6.355352905,Ferrard
Grangegeeth,53.75613393,-6.553241954,Upper Slane
Dunluce,55.17580034,-6.555587079,Dunluce Lower
Inishkeen,54.00705989,-6.575958162,Louth
Finvoy,55.00620623,-6.490994469,Kilconway
Mulrankin,52.24475873,-6.55448959,Bargy
Hollywood,53.06211389,-6.542203267,Lower Talbotstown
Tartaraghan,54.48030262,-6.551864386,Oneilland West
Kilturk,52.20474598,-6.531654833,Bargy
Donaghcumper,53.33274497,-6.530674337,South Salt
Forkill,54.11208946,-6.474827604,Orior Upper
Trevet,53.54684715,-6.538371224,Ratoath
Tikillin,52.37638972,-6.52024988,Shelmaliere East
Hacketstown,52.87517921,-6.519862132,Ballinacor South
Artramon,52.38772282,-6.485631158,Shelmaliere East
Dunboyne,53.42564511,-6.481622784,Dunboyne
Rathfeigh,53.59475105,-6.487005582,Skreen
Portglenone,54.87048961,-6.451010927,Toome Lower
Killevy (Upper Orior portion),54.15073763,-6.401536833,Orior Upper
Loughgilly (Upper Orior portion),54.20653267,-6.456045183,Orior Upper
Lucan,53.35388538,-6.46542812,Newcastle
Boystown,53.10438278,-6.472350881,Lower Talbotstown
Ardcavan,52.37709099,-6.451181207,Shelmaliere East
Glasnevin,53.37892768,-6.271207214,Coolock
Ballinacor,52.93429728,-6.387022997,Ballinacor South
Killinick,52.24904273,-6.450854584,Forth
Montiaghs,54.49357884,-6.448085533,Oneilland East
St. Nicholas,51.88533048,-8.4948755,Ballaghkeen South
Ballybrennan,52.2551364,-6.421237734,Forth
Kilcormick,52.53618865,-6.427172358,Ballaghkeen North
Toome,52.62186819,-6.404484223,Gorey
Derrylossary,53.04658627,-6.309181168,Ballinacor North
Clondalkin,53.32083583,-6.401511495,Uppercross
Donore,53.70258567,-6.407579025,Duleek Lower
Monamolin,52.56629677,-6.342541091,Gorey
Rosslare,52.27229611,-6.391800644,Forth
Castle Ellis,52.46107968,-6.383976612,Ballaghkeen South
Ardcath,53.60901906,-6.383457941,Upper Duleek
Mulhuddart,53.42035875,-6.39495644,Castleknock
Saint Iberius,52.2200315,-6.390163947,Forth
Kilscoran,52.2390166,-6.395877802,Forth
Tallaght,53.24993257,-6.367822747,Uppercross
Swords,53.47136081,-6.233821377,Nethercross
Ballyboys,54.02554085,-6.32775799,Lower Dundalk
Ward,53.44117197,-6.348094917,Castleknock
Dysart,53.43791517,-8.207809902,Ferrard
Lusk,53.53358807,-6.172063224,Balrothery East
Ballykine,52.88142393,-6.303599323,Ballinacor South
Kilmakilloge,52.67520269,-6.283075523,Gorey
Armoy,55.13718394,-6.288648109,Cary
Cruagh,53.24469975,-6.298733078,Uppercross
St. James',53.34583328,-6.302883834,Castleknock
Killincooly,52.51079474,-6.305609124,Ballaghkeen North
Powerscourt,53.17979536,-6.242166327,Rathdown
Naul,53.58254245,-6.27961151,Balrothery West
Kilnenor,52.76495255,-6.313506207,Gorey
Killenagh,52.60727526,-6.28106077,Ballaghkeen North
Crumlin,53.31836925,-6.31786959,Uppercross
St. Margaret's,52.38571186,-6.376456946,Coolock
Ballymascanlan,54.03747558,-6.315009585,Lower Dundalk
Port,53.83943937,-6.277120032,Ferrard
Grange of Shilvodan,54.77738294,-6.229374422,Toome Upper
Stamullen,53.62326731,-6.282810493,Upper Duleek
Clonallan,54.15709282,-6.238340143,"Iveagh Upper, Upper Half"
Termonfeckin,53.76213508,-6.286902124,Ferrard
Skerry,54.94133636,-6.159737449,Antrim Lower
Rathlin Island,55.2942288,-6.218531066,Cary
Calary,53.11330411,-6.216413912,Rathdown
Coolock,53.39607194,-6.204187488,Coolock
Donnybrook,53.32382746,-6.223308046,Rathdown
Drumgath,54.22285838,-6.199468707,"Iveagh Upper, Upper Half"
Cloghran,53.40748181,-6.356654156,Coolock
Carlingford,54.03472324,-6.214897747,Lower Dundalk
Kilcavan,52.26137081,-6.71565085,Gorey
Kilbroney,54.11152947,-6.167803897,"Iveagh Upper, Upper Half"
Castlemacadam,52.86729318,-6.213603742,Arklow
Camlin,54.61093392,-6.212656691,Massereene Upper
Connor,54.80673767,-6.199868627,Antrim Lower
Booterstown,53.30293788,-6.194924017,Rathdown
Balrothery,53.59163128,-6.189900557,Balrothery East
Dromore,54.40846376,-6.130848757,"Iveagh Lower, Lower Half"
Drumballyroney,54.26544057,-6.149537274,"Iveagh Upper, Lower Half"
Kilgorman,52.73485716,-6.18901492,Gorey
Magheramesk,54.49557944,-6.184269939,Massereene Upper
Clonduff,54.19253397,-6.113968383,"Iveagh Upper, Lower Half"
Layd,55.07022132,-6.112243057,Glenarm Lower
Killiskey,53.03903302,-6.11146687,Newcastle
Arklow,52.78720834,-6.186285911,Arklow
Kilkeel,54.11597941,-6.004768458,Mourne
Portraine,53.49308295,-6.099843361,Nethercross
Holmpatrick,53.57314042,-6.125581453,Balrothery East
Upper Newcastle,53.07498571,-6.136441318,Newcastle
Glenealy,52.96768524,-6.128927506,Arklow
Killead,54.64859115,-6.186829376,Massereene Lower
Racavan,54.8869871,-6.109051176,Antrim Lower
Garvaghy,54.34492971,-6.133405672,"Iveagh Upper, Lower Half"
Bray,53.18681795,-6.107560769,Rathdown
Monkstown,53.28700941,-6.142228394,Rathdown
Old Connaught,53.21116233,-6.134535953,Rathdown
Dalkey,53.27431526,-6.103972118,Rathdown
Howth,53.37930475,-6.077817144,Coolock
Dunganstown,52.91728772,-6.101663372,Arklow
Templepatrick,54.67161346,-6.0520035,Belfast Upper
Dromara,54.36683589,-6.019911164,"Iveagh Upper, Lower Half"
Rathnew,53.00227378,-6.107277946,Newcastle
Ardclinis,55.01881065,-6.046515764,Glenarm Lower
Kilcoo,54.21598247,-5.981840045,"Iveagh Upper, Lower Half"
Kilpoole,52.95988581,-6.031363302,Arklow
Ballylinny,54.72186624,-5.977982461,Belfast Upper
Tickmacrevan,54.93489758,-5.996226842,Glenarm Lower
Drumgooland,54.29514196,-6.035202488,"Iveagh Upper, Lower Half"
Shankill,53.84063595,-8.260512001,Belfast Upper
Kilmegan,54.27910418,-5.909422105,"Iveagh Upper, Lower Half"
Carrickfergus,54.73417542,-5.851011293,Carrickfergus or St Nicholas
Drumbo,54.51845448,-5.923975764,Castlereagh Upper
Donaghadee,54.60668012,-5.552162289,Ards Lower
Grange of Killyglen,54.86630356,-5.88314555,Glenarm Upper
Carncastle,54.90380815,-5.904122966,Glenarm Upper
Larne,54.85808235,-5.830383702,Glenarm Upper
Bangor,54.64579087,-5.662671668,Ards Lower
Castleboy,54.42517376,-5.499583898,Upper Ards
Ballyphilip,54.37712335,-5.5074519,Upper Ards
Ardkeen,54.44399316,-5.499349947,Upper Ards
Dunurlin,52.17299446,-10.43340204,Corkaguiny
An PhriÃ³ireacht,51.84793127,-10.26988163,Iveragh
Baile na BhÃ³thair,52.15775644,-10.01063776,Corkaguiny
Ballyseedy,52.24069757,-9.648485027,Trughanacmy
MÃ¡rthain,52.15791906,-10.394027,Corkaguiny
Ventry,52.12719525,-10.39137908,Corkaguiny
Tralee,52.29305672,-9.700423456,Trughanacmy
Valencia,51.90814775,-10.35707851,Iveragh
Cloghane,52.22705106,-10.20455633,Corkaguiny
Kilmalkedar,52.18185484,-10.34135148,Corkaguiny
Cill ChuÃ¡in,52.22580565,-10.29612965,Corkaguiny
Killury,52.43966326,-9.738713952,Clanmaurice
O'Dorney,52.34120412,-9.695038221,Clanmaurice
Ballyheige,52.41073342,-9.856499611,Clanmaurice
O'Brennan,52.30628436,-9.57087336,Trughanacmy
Kilfeighny,52.3697055,-9.542506974,Clanmaurice
Gleann Beithe,52.01215829,-9.942530493,Iveragh
Garfinny,52.15305134,-10.230479,Corkaguiny
Killahan,52.37746238,-9.710648998,Clanmaurice
Minard,52.14600159,-10.13156624,Corkaguiny
Kinard,52.14875244,-10.16973752,Corkaguiny
Ballyduff,52.2039848,-10.14194111,Corkaguiny
Kilbonane,52.10599232,-9.652440537,Magunihy
Ballynacourty,52.16324853,-10.07127502,Corkaguiny
Kilflyn,52.34287373,-9.594355024,Clanmaurice
Fenit,52.27033838,-9.865291911,Trughanacmy
Monsea,52.89019264,-8.266137378,Lower Ormond
Killeentierna,52.17182683,-9.482275088,Trughanacmy
Kenmare,51.88847293,-9.547943793,Glanarought
Kilnaughtin,52.56727539,-9.406256595,Iraghticonnor
Moorgagagh,53.54239755,-9.106416235,Kilmaine
Moyarta,52.62177561,-9.659562676,Moyarta
Ballincuslane,52.21874013,-9.333159919,Trughanacmy
Kilfergus,52.55187234,-9.280886218,Shanid
Ballysakeery,54.1711744,-9.219506284,Tirawley
Kilgarrylander,52.18290173,-9.786144913,Trughanacmy
Ballyhean,53.8046754,-9.303954664,Carra
Lacken,54.26190475,-9.299713923,Tirawley
Kilgobban,52.20387813,-9.910170121,Corkaguiny
Aghadoe,52.06621142,-9.507489516,Dunkerron North
Nohaval,52.2433142,-9.531763618,Trughanacmy
Galey,52.47999402,-9.524499303,Iraghticonnor
Templemaley,52.88432215,-8.970782617,Bunratty Upper
Kilfearagh,52.67404109,-9.613260727,Moyarta
Tullylease,52.29870834,-8.922669574,Duhallow
Molahiffe,52.17384945,-9.585278584,Magunihy
Baile ChlÃ¡ir,53.33670922,-8.950480371,Clare
Monagay,52.4008877,-9.119292306,Glenquin
Clondrohid,51.95957038,-9.029727757,West Muskerry
Easky,54.25779621,-8.970719536,Tireragh
Killaha,51.99428824,-9.312474396,Magunihy
Killard,52.72145648,-9.539766766,Ibrickan
Durrus,51.62926717,-9.529391755,West Carbery (West Division)
Finuge,52.43123151,-9.491477928,Clanmaurice
Kilmoylan,52.53483921,-9.175257774,Shanid
Ballyvourney,51.93767267,-9.195532564,West Muskerry
Clareabbey,52.80017318,-8.965135985,Islands
Murher,52.50376996,-9.360047897,Iraghticonnor
Kilmanaheen,52.9267309,-9.314743414,Corcomroe
Killimer,52.62150358,-9.393077143,Clonderalaw
Kilcoe,51.56637324,-9.417116197,West Carbery (West Division)
Kilbradran,52.54464488,-9.026585056,Shanid
Robeen,53.68477337,-9.166248146,Kilmaine
Tullagh,51.48536428,-9.356092952,West Carbery (East Division)
Killinaboy,52.98501048,-9.059423139,Inchiquin
Brosna,52.31337037,-9.296702408,Trughanacmy
Caheragh,51.62966732,-9.331556934,West Carbery (West Division)
Knockanure,52.45587279,-9.374654194,Iraghticonnor
Kilmoon,53.05489214,-9.267574901,Burren
Manulla,53.82925735,-9.165259502,Carra
Dunmoylan,52.52939644,-9.1362039,Shanid
Kilmolara,53.58310768,-9.196533906,Kilmaine
Killaspuglonane,52.96916249,-9.349294828,Corcomroe
Killonaghan,53.09338993,-9.281872368,Burren
Dromdaleague,51.67683446,-9.263975095,West Carbery (East Division)
Killeedy,52.35852335,-9.114460767,Glenquin
Abbeyfeale,52.37976797,-9.274108887,Glenquin
Kilshanny,52.98537737,-9.295162686,Corcomroe
Dromtarriff,52.1177316,-8.9656073,Duhallow
Rathronan,52.46458269,-9.221722145,Shanid
Kiltoraght,52.95716283,-9.164821065,Corcomroe
Rathborney,53.07466561,-9.186162457,Burren
Clondagad,52.75047648,-9.123662058,Islands
Kilfenora,52.98764093,-9.217582874,Corcomroe
Newcastle,52.46903717,-9.092609031,Glenquin
Castlehaven,51.5347912,-9.214039237,West Carbery (East Division)
Balla,53.8060427,-9.117000948,Clanmorris
Killeany,53.04251896,-9.235411894,Burren
Rath,52.92663181,-9.126180466,Inchiquin
Drinagh,51.65848591,-9.144149757,West Carbery (East Division)
Kilnamartery,51.89258604,-9.108383571,West Muskerry
Kilmacabea,51.6076933,-9.143160425,West Carbery (East Division)
Carran,53.04259703,-9.056577362,Burren
Kilmainebeg,53.54557828,-9.151800683,Kilmaine
Clonagh,52.5227351,-9.023099508,Connello Lower
Kilworth,52.20058548,-8.239348273,Condons and Clangibbon
Kilchrest,52.71845123,-9.065255297,Clonderalaw
Roscommon,53.62695169,-8.190195875,Ballintober South
Templebodan,52.00413853,-8.219652238,Barrymore
Kilscannell,52.49683719,-9.008893061,Connello Lower
Kilmichael,51.81863417,-9.028181481,East Carbery (West Division)
Kilfaughnabeg,51.56749399,-9.104033648,East Carbery (West Division)
Lismakeery,52.5765164,-9.003281075,Connello Lower
Kilkilvery,53.47933432,-9.081455211,Clare
Oughtmama,53.10222084,-9.059126988,Burren
Clonelty,52.45640177,-8.962308048,Glenquin
Toomore,53.97662638,-9.08856393,Gallen
Oranmore,53.29367974,-8.976200004,Galway
Kilbennan,53.56154613,-8.916964093,Dunmore
Kilcoona,53.44408132,-9.032177619,Clare
Bohola,53.88839332,-9.053485117,Gallen
Killedan,53.84712736,-9.014680217,Gallen
Elphin,53.81245588,-8.21140642,Roscommon
Creeve,53.87545841,-8.189425426,Frenchpark
Ballymoney,51.71282216,-8.995495454,East Carbery (East Division)
Galbally,52.39012723,-8.29128314,Coshlea
Kilconry,52.69343445,-8.947532105,Bunratty Lower
Doondonnell,52.52801288,-8.981687447,Connello Lower
Morgans,52.62336805,-9.029346653,Connello Lower
Kilconla,53.5626989,-8.989115977,Dunmore
Castleventry,51.63096453,-9.005263311,East Carbery (West Division)
Kinneigh,51.76819907,-8.965085341,East Carbery (West Division)
Macloneigh,51.87380899,-8.968634816,West Muskerry
Rathbarry,51.57089813,-8.960118998,East Carbery (West Division)
Kilcooley,53.77624924,-8.211534677,Roscommon
Tomdeely,52.61923524,-9.005137256,Connello Lower
Lisgoold,51.977259,-8.248899508,Barrymore
Killagholehane,52.32824114,-8.972136171,Glenquin
Kilquain,53.18365739,-8.238230813,Longford
Kilkerranmore,51.61624781,-8.958331468,East Carbery (West Division)
Killower,53.49933818,-8.961369603,Clare
Drumacoo,53.19490401,-8.921034079,Dunkellin
Kilconduff,53.92211516,-8.931522509,Gallen
Liskeevy,53.61904762,-8.949583722,Dunmore
Desertserges,51.70638743,-8.880133848,East Carbery (East Division)
Kilmaleery,52.73956287,-8.951257713,Bunratty Lower
Kilnasoolagh,52.76880756,-8.921950485,Bunratty Lower
Island,51.60245338,-8.895881253,East Carbery (East Division)
Ballyclogh,52.16198571,-8.742312925,Duhallow
Kilgarriff,51.63331571,-8.911767999,East Carbery (East Division)
Kilbolane,52.34178432,-8.887238208,Orrery and Kilmore
Kilthomas,53.09254101,-8.705848316,Loughrea
Aghamore,53.83167371,-8.828398629,Costello
Ardfield,51.56989441,-8.907758009,Ibane and Barryroe
Inch Saint Lawrence,52.57840981,-8.499341207,Clanwilliam
Kilmeedy,52.39797332,-8.883902527,Connello Upper
Dromcolligher,52.35345736,-8.915441047,Connello Upper
Dunisky,51.86306426,-8.917696906,West Muskerry
Dromin,52.44229584,-8.600240986,Coshma
Aghinagh,51.91608542,-8.881987542,East Muskerry
Rosskeen,52.13787774,-8.799078752,Duhallow
Tankardstown,52.95354509,-6.953983686,Coshma
Murragh,51.77935043,-8.875930878,Kinalmeaky
Clonmeen,52.09889958,-8.869793908,Duhallow
Kilmacduagh,53.06654571,-8.872021203,Kiltartan
Kilcorcoran,52.21516215,-8.927507106,Duhallow
Cloncrew,52.3701562,-8.888803315,Connello Upper
Mungret,52.62901539,-8.679678172,Pubblebrien
Effin,52.36126936,-8.613800526,Coshma
Castlemagner,52.16675983,-8.824918214,Duhallow
Bruree,52.42360371,-8.69052704,Connello Upper
Doon,52.62921813,-8.238426396,Coonagh
Kilnagross,51.65262636,-8.87001725,East Carbery (East Division)
Carrigleamleary,52.16119088,-8.579847804,Fermoy
Clonloghan,52.71486525,-8.892284398,Bunratty Lower
Ballinadee,51.72727445,-8.676724907,West Muskerry
Kilroe,52.18724894,-8.889093967,Duhallow
Clonlea,52.79129712,-8.715746273,Tulla Lower
Cappagh,52.55659204,-8.886278493,Connello Lower
Templebryan,51.64603455,-8.891273097,East Carbery (East Division)
Kiltartan,53.09458157,-8.809587961,Kiltartan
Carrigrohane,51.88674303,-8.578090479,East Muskerry
Ballycahane,52.55718209,-8.650795175,Pubblebrien
Ardrahan,53.14262843,-8.777138041,Dunkellin
Templeboy,54.23746278,-8.799273421,Tireragh
Kilmovee,53.88377917,-8.748435608,Costello
Cahernarry,52.60730261,-8.559561625,Clanwilliam
Kilteskill,53.14952887,-8.520096014,Leitrim
Monivea,53.368017,-8.692025419,Tiaquin
Kilconierin,53.25718098,-8.687321601,Dunkellin
Kilbeagh,53.9516909,-8.744422852,Costello
Cannaway,51.88591589,-8.843439561,East Muskerry
Knocktemple,52.26909003,-8.842860883,Duhallow
Uregare,52.44873679,-8.54297156,Coshma
Kilmaloda,51.67632551,-8.815686422,East Carbery (East Division)
Ardcanny,52.6616908,-8.837212467,Kenry
Fedamore,52.55864346,-8.591682363,Smallcounty
Desert,51.62122514,-8.863708003,Ibane and Barryroe
Chapelrussell,52.64510542,-8.855097408,Kenry
